seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,_source_file,dataValue 1,dataValue 2,dataValue 3,dataValue 4,dataValue 5,dataValue 6,dataValue 7,dataValue 8,dataValue 9,dataValue 10,dataValue 11,dataValue 12,dataValue 13,dataValue 14
10787,HHU4212fd_HHC25to74,25 to 74 years,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,72.91795883795888,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10790,HHU4212fd_HHCFemale,Female,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,26.0317606908405,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10790,HHU4212fd_HHCFemale,Female,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,68.8626068768002,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10790,HHU4212fd_HHCFemale,Female,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,71.2766317175507,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10790,HHU4212fd_HHCFemale,Female,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,68.81563981949658,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10833,HHU4212fd_HHCLess15,14 years and younger,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,0.944653515184928,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10833,HHU4212fd_HHCLess15,14 years and younger,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,53.3777546856261,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10833,HHU4212fd_HHCLess15,14 years and younger,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,44.6071571880468,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10833,HHU4212fd_HHCLess15,14 years and younger,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,55.206120063836565,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10836,HHU4212fd_HHCMale,Male,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,31.8526376217899,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10836,HHU4212fd_HHCMale,Male,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,67.6724817904182,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10836,HHU4212fd_HHCMale,Male,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,70.7711292496198,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10836,HHU4212fd_HHCMale,Male,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,75.66616012388515,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10837,HHU4212fd_HHCMore74,75 years and older,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,2.08763199417405,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10837,HHU4212fd_HHCMore74,75 years and older,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,25.73916554625,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10837,HHU4212fd_HHCMore74,75 years and older,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,67.3589701348521,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10837,HHU4212fd_HHCMore74,75 years and older,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,37.18325641189148,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10851,HHU4212fd_HHCRuralUsers,Rural,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,6.18770476006938,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10851,HHU4212fd_HHCRuralUsers,Rural,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,65.8681939314773,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10851,HHU4212fd_HHCRuralUsers,Rural,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,66.2953558877061,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10851,HHU4212fd_HHCRuralUsers,Rural,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,71.22555816460789,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10860,HHU4212fd_HHCUrbanUsers,Urban,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,36.5152058764271,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10860,HHU4212fd_HHCUrbanUsers,Urban,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,71.2995934374151,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10860,HHU4212fd_HHCUrbanUsers,Urban,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,78.3870940234053,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10860,HHU4212fd_HHCUrbanUsers,Urban,HHU4212fd_HHTotalIndividual,%,34,BGD,Bangladesh,73.98879617603725,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a day: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10861,HHU4212fd_HHTotalIndividual,At least once a day,,%,34,BGD,Bangladesh,29.593105941085,2013,,Bangladesh Bureau of Statistics (BBS),Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10861,HHU4212fd_HHTotalIndividual,At least once a day,,%,34,BGD,Bangladesh,68.1764130381162,2021,,Bangladesh Bureau of Statistics (BBS),Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10861,HHU4212fd_HHTotalIndividual,At least once a day,,%,34,BGD,Bangladesh,70.9828317039389,2023,,Bangladesh Bureau of Statistics,Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10861,HHU4212fd_HHTotalIndividual,At least once a day,,%,34,BGD,Bangladesh,72.42353995467352,2024,,Bangladesh Bureau of Statistics,Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10862,HHU4212fm_HHC15to24,15 to 24 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,24.9332466671601,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10862,HHU4212fm_HHC15to24,15 to 24 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,10.8411796241415,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10862,HHU4212fm_HHC15to24,15 to 24 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,3.64306160046325,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10862,HHU4212fm_HHC15to24,15 to 24 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,4.866664454949929,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10865,HHU4212fm_HHC25to74,25 to 74 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,36.1796560162523,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10865,HHU4212fm_HHC25to74,25 to 74 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,3.13482476204138,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10865,HHU4212fm_HHC25to74,25 to 74 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,7.59453508317103,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10865,HHU4212fm_HHC25to74,25 to 74 years,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,7.957743268071027,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10868,HHU4212fm_HHCFemale,Female,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,28.5415051327763,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10868,HHU4212fm_HHCFemale,Female,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,7.03836456379566,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10868,HHU4212fm_HHCFemale,Female,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.90003610671387,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10868,HHU4212fm_HHCFemale,Female,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,8.669574459119481,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10911,HHU4212fm_HHCLess15,14 years and younger,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,18.988949878952,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10911,HHU4212fm_HHCLess15,14 years and younger,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,15.1116485742041,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10911,HHU4212fm_HHCLess15,14 years and younger,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,16.3002931069953,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10911,HHU4212fm_HHCLess15,14 years and younger,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,12.968816695595969,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10914,HHU4212fm_HHCMale,Male,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,33.6316077142504,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10914,HHU4212fm_HHCMale,Male,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.87481676464175,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10914,HHU4212fm_HHCMale,Male,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.92315546599697,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10914,HHU4212fm_HHCMale,Male,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.923948221176958,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Male",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10915,HHU4212fm_HHCMore74,75 years and older,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,34.4095157179269,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10915,HHU4212fm_HHCMore74,75 years and older,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,14.7345339165867,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10915,HHU4212fm_HHCMore74,75 years and older,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.94029323856817,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10915,HHU4212fm_HHCMore74,75 years and older,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,25.497198330817437,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: 75 years and older",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10929,HHU4212fm_HHCRuralUsers,Rural,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,66.1665060705338,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10929,HHU4212fm_HHCRuralUsers,Rural,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,7.9020404041778,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10929,HHU4212fm_HHCRuralUsers,Rural,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,7.37747552895861,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10929,HHU4212fm_HHCRuralUsers,Rural,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,8.38459488602313,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Rural",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10938,HHU4212fm_HHCUrbanUsers,Urban,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,21.4492810205322,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10938,HHU4212fm_HHCUrbanUsers,Urban,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,5.647861931864,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10938,HHU4212fm_HHCUrbanUsers,Urban,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.1805420646311,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10938,HHU4212fm_HHCUrbanUsers,Urban,HHU4212fm_HHTotalIndividual,%,34,BGD,Bangladesh,6.921363745483893,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: Less than once a week: Urban",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10939,HHU4212fm_HHTotalIndividual,Less than once a week,,%,34,BGD,Bangladesh,31.655754951509,2013,,Bangladesh Bureau of Statistics (BBS),Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10939,HHU4212fm_HHTotalIndividual,Less than once a week,,%,34,BGD,Bangladesh,6.94406729940424,2021,,Bangladesh Bureau of Statistics (BBS),Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10939,HHU4212fm_HHTotalIndividual,Less than once a week,,%,34,BGD,Bangladesh,6.91347323487262,2023,,Bangladesh Bureau of Statistics,Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10939,HHU4212fm_HHTotalIndividual,Less than once a week,,%,34,BGD,Bangladesh,7.7502216421069425,2024,,Bangladesh Bureau of Statistics,Refers to the frequency of Internet use by individuals who used the Internet from any location in the last three months. Access can be via a fixed or mobile network.,individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10940,HHU4212fw_HHC15to24,15 to 24 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,60.6596818879496,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10940,HHU4212fw_HHC15to24,15 to 24 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,8.48166686725958,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10940,HHU4212fw_HHC15to24,15 to 24 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,20.022708591876,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10940,HHU4212fw_HHC15to24,15 to 24 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,16.249012445612102,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 15 to 24 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10943,HHU4212fw_HHC25to74,25 to 74 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,28.0350954499266,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10943,HHU4212fw_HHC25to74,25 to 74 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,33.3761887339501,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10943,HHU4212fw_HHC25to74,25 to 74 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,21.2277036400494,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10943,HHU4212fw_HHC25to74,25 to 74 years,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,19.12429789397015,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 25 to 74 years",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10946,HHU4212fw_HHCFemale,Female,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,47.6410645896654,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10946,HHU4212fw_HHCFemale,Female,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,24.0990285594041,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10946,HHU4212fw_HHCFemale,Female,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,21.8233321757354,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10946,HHU4212fw_HHCFemale,Female,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,22.51405247768673,2024,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: Female",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10989,HHU4212fw_HHCLess15,14 years and younger,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,84.123301133776,2013,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10989,HHU4212fw_HHCLess15,14 years and younger,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,31.5105967401699,2021,,Bangladesh Bureau of Statistics (BBS),"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
10989,HHU4212fw_HHCLess15,14 years and younger,HHU4212fw_HHTotalIndividual,%,34,BGD,Bangladesh,39.092549704958,2023,,Bangladesh Bureau of Statistics,"Individuals using the Internet (from any location) in the last three months, by frequency: At least once a week but not every day: 14 years and younger",individuals-using-the-internet-from-any-location-by-frequency_1773180088274.csv,,,,,,,,,,,,,,
